"English Word","POS","Level","Chinese Translation","Example Sentence","Self-Examine Prompt"
"generation","n.","B1","一代","Each generation faces unique global challenges.","What will your generation be remembered for?"
"gentle","adj.","B1","温和的","Gentle criticism encourages rather than discourages.","When do you need to be gentle with yourself?"
"gentleman","n.","B1","绅士","True gentlemen treat everyone with equal respect.","What gentleman behavior do you admire most?"
"glad","adj.","B1","高兴的","Teachers feel glad when students succeed.","What makes you most glad to be alive?"
"global","adj.","B1","全球的","Global cooperation addresses shared challenges effectively.","What global issue concerns you most personally?"
"grab","v.","B1","抓住","Opportunities rarely wait, so grab them quickly.","What opportunity did you grab that changed everything?"
"grade","n.","B1","成绩","Academic grades reflect effort and understanding.","What grade would you give your life satisfaction?"
"gradually","adv.","B1","逐渐地","Skills develop gradually through consistent practice.","What are you gradually becoming better at?"
"graduate","v.","B1","毕业","Students graduate prepared for future challenges.","What do you hope to graduate from in life?"
"graduation","n.","B1","毕业","Graduation ceremonies celebrate achievement and potential.","What graduation has meant most to you?"
"grand","adj.","B1","宏伟的","Grand gestures sometimes mean more than words.","What grand adventure would you embark on?"
"grant","v.","B1","授予","Universities grant degrees to qualified students.","What wish would you grant someone else?"
"grateful","adj.","B1","感激的","Grateful people tend to experience greater happiness.","What are you most grateful for today?"
"greeting","n.","B1","问候","Warm greetings create positive first impressions.","What greeting makes you feel most welcomed?"
"gross","adj.","B1","总的；恶心的","Gross domestic product measures national economic output.","What gross injustice in society bothers you most?"
"growth","n.","B1","增长","Personal growth requires stepping outside comfort zones.","What growth have you experienced through challenges?"
"guarantee","v.","B1","保证","Quality education cannot guarantee career success.","What would you guarantee to someone you love?"
"guard","v.","B1","守卫","Privacy laws guard personal information from misuse.","What do you guard most carefully in relationships?"
"guilty","adj.","B1","有罪的","Guilty verdicts require evidence beyond reasonable doubt.","What makes you feel guilty about your lifestyle?"
"handle","v.","B1","处理","Experienced managers handle workplace conflicts diplomatically.","How do you handle criticism of your decisions?"
"hang","v.","B1","悬挂","Motivational posters hang in many office spaces.","What would you hang in your ideal home?"
"happiness","n.","B1","幸福","Research shows money influences happiness to certain limits.","What definition of happiness resonates with you?"
"hardly","adv.","B1","几乎不","Technology changes so rapidly we can hardly adapt.","What do you hardly have time for anymore?"
"harm","v.","B1","伤害","Pollution harms ecosystems and human health.","What harmful habit would you eliminate from society?"
"headline","n.","B1","标题","Newspaper headlines influence public opinion formation.","What headline would you want to see tomorrow?"
"hearing","n.","B1","听力","Loud music can damage hearing permanently.","What sounds would you miss most if losing hearing?"
"heating","n.","B1","加热","Efficient heating systems reduce energy consumption.","How do you keep warm without central heating?"
"highlight","v.","B1","强调","Teachers highlight important concepts during lectures.","What achievement would you highlight on your resume?"
"highly","adv.","B1","高度地","Professionals are highly valued for specialized expertise.","What skills do you highly recommend developing?"
"hire","v.","B1","雇佣","Companies hire candidates based on qualifications.","What qualities would make you hire someone immediately?"
"historic","adj.","B1","历史性的","Historic agreements require compromise from all parties.","What historic event would you have witnessed?"
"historical","adj.","B1","历史的","Historical documents preserve cultural knowledge.","What historical period fascinates you most?"
"honest","adj.","B1","诚实的","Honest communication strengthens professional relationships.","When is being completely honest most difficult?"
"hopeful","adj.","B1","有希望的","Young people remain hopeful despite global challenges.","What makes you feel most hopeful about humanity?"
"host","v.","B1","主办","Universities host international conferences annually.","What event would you love to host?"
"household","n.","B1","家庭","Modern households face complex financial decisions.","What household chore do you actually enjoy?"
"housing","n.","B1","住房","Affordable housing shortages affect urban communities.","What housing innovation would solve modern problems?"
"hunt","v.","B1","搜寻","Job seekers hunt for opportunities matching skills.","What are you hunting for in life?"
"identity","n.","B1","身份","Cultural identity shapes individual worldview perspectives.","How has your identity changed over time?"
"ignore","v.","B1","忽视","Successful people don't ignore constructive feedback.","What warning signs do people commonly ignore?"
"immediate","adj.","B1","立即的","Emergency situations require immediate professional response.","What needs your immediate attention right now?"
"impact","n.","B1","影响","Social media's impact on relationships remains debatable.","What impact do you hope to have?"
"implement","v.","B1","实施","Organizations implement policies to improve efficiency.","What change would you implement in education?"
"imply","v.","B1","暗示","Statistical data can imply various different conclusions.","What do your actions imply about priorities?"
"import","v.","B1","进口","Countries import goods they cannot produce domestically.","What quality would you import from other cultures?"
"importance","n.","B1","重要性","Mental health's importance gains broader social recognition.","What's of utmost importance in your value system?"
"impose","v.","B1","强加","Governments impose regulations to protect public welfare.","What restrictions do you impose on yourself?"
"impress","v.","B1","给...留下印象","Authentic behavior impresses more than artificial charm.","What never fails to impress you about people?"
"impressed","adj.","B1","印象深刻的","Visitors feel impressed by architectural achievements.","What has impressed you most about human capability?"
"impression","n.","B1","印象","First impressions influence long-term relationship development.","What impression do you hope to leave?"
"impressive","adj.","B1","令人印象深刻的","Technological advancement produces impressive innovations continuously.","What's the most impressive thing you've witnessed?"
"improvement","n.","B1","改进","Continuous improvement drives organizational success.","What improvement would transform your daily life?"
"income","n.","B1","收入","Disposable income affects lifestyle choices significantly.","How do you balance income with life satisfaction?"
"increasingly","adv.","B1","越来越","People increasingly value work-life balance.","What are you increasingly convinced about?"
"indeed","adv.","B1","的确","Education is indeed crucial for social progress.","What principle do you indeed believe deeply?"
"independence","n.","B1","独立","Financial independence provides personal freedom.","What independence means most to you?"
"index","n.","B1","指数","Economic indexes measure market performance trends.","What index would measure quality of life?"
"indicate","v.","B1","表明","Rising temperatures indicate climate change effects.","What behaviors indicate genuine friendship?"
"indication","n.","B1","迹象","Success requires following clear indications.","What indication shows someone is trustworthy?"
"indoor","adj.","B1","室内的","Indoor air quality affects productivity and health.","What indoor activities bring you the most satisfaction?"
"infection","n.","B1","感染","Proper hygiene prevents bacterial infections effectively.","What infection taught you about taking care of health?"
"influence","v.","B1","影响","Peer pressure can influence teenage decision-making significantly.","Who influences your moral choices most strongly?"
"inform","v.","B1","通知","Newspapers inform citizens about current political developments.","How do you prefer others to inform you of bad news?"
"ingredient","n.","B1","成分","Fresh ingredients make cooking more flavorful.","What ingredient is essential for your happiness recipe?"
"initial","adj.","B1","最初的","Initial reactions often prove inaccurate upon reflection.","What initial impression have you completely changed?"
"initially","adv.","B1","最初","Students initially struggle with complex mathematical concepts.","What did you initially fear but now embrace?"
"initiative","n.","B1","主动性","Employee initiative drives workplace innovation and efficiency.","What initiative have you taken that surprised others?"
"inner","adj.","B1","内在的","Meditation connects people with their inner wisdom.","What does your inner voice consistently tell you?"
"innocent","adj.","B1","无辜的","Children possess innocent curiosity about the world.","What innocent mistake taught you valuable lessons?"
"input","n.","B1","输入；意见","Committee decisions benefit from diverse member input.","What input do you value most when making decisions?"
"insert","v.","B1","插入","Writers insert quotations to support their arguments.","What would you insert into your ideal daily routine?"
"inspect","v.","B1","检查","Safety officials inspect buildings before occupancy permits.","What do you always inspect before trusting completely?"
"inspection","n.","B1","检查","Regular vehicle inspections ensure road safety compliance.","What aspect of life needs more rigorous inspection?"
"inspire","v.","B1","激励","Great teachers inspire students to pursue excellence.","What experiences inspire you to help others?"
"install","v.","B1","安装","Technicians install security systems for homeowner protection.","What system would you install for world peace?"
"instance","n.","B1","例子","Teamwork proves crucial in every successful instance.","What instance of kindness changed your perspective?"
"institute","n.","B1","研究所","Research institutes advance scientific knowledge globally.","What institute would you establish for social good?"
"institution","n.","B1","机构","Educational institutions shape future societal leaders.","What institution has had the greatest impact on you?"
"insurance","n.","B1","保险","Health insurance provides financial protection against illness.","What insurance would you create for emotional wellbeing?"
"intelligence","n.","B1","智能","Emotional intelligence affects relationship success significantly.","What type of intelligence do you most admire?"
"intend","v.","B1","打算","Parents intend to provide children with opportunities.","What do you intend to accomplish this year?"
"intention","n.","B1","意图","Good intentions don't always produce positive results.","What intention guides your important life decisions?"
"internal","adj.","B1","内部的","Companies conduct internal audits for financial accuracy.","What internal conflict do you struggle with most?"
"interpret","v.","B1","解释","Diplomats interpret international agreements for governments.","How do you interpret silence in conversations?"
"interpretation","n.","B1","解释","Historical interpretations change with new evidence.","What interpretation of success motivates you most?"
"interrupt","v.","B1","打断","Urgent matters sometimes interrupt scheduled meetings.","What would justify interrupting someone's personal time?"
"invest","v.","B1","投资","Wise people invest time in meaningful relationships.","What would you invest in for future generations?"
"investigate","v.","B1","调查","Journalists investigate stories before publication.","What mystery would you investigate if possible?"
"investigation","n.","B1","调查","Thorough investigations reveal truth behind complex situations.","What investigation changed your understanding of something?"
"investment","n.","B1","投资","Education represents the best long-term personal investment.","What investment of time has paid dividends?"
"iron","n.","B1","铁","Iron supplements help prevent anemia in populations.","What do you need to iron out in your relationships?"
"issue","v.","B1","发出","Banks issue credit cards after assessing applications.","What warning would you issue to younger people?"
"joint","adj.","B1","共同的","Joint ventures combine resources for mutual benefit.","What joint project would you propose for your community?"
"journal","n.","B1","期刊；日记","Scientific journals publish peer-reviewed research findings.","What journal entry would you write about today?"
"joy","n.","B1","快乐","Children experience pure joy in simple pleasures.","What brings you unexpected joy in ordinary moments?"
"judge","v.","B1","判断","Experienced professionals judge situations accurately.","What do you judge too harshly in others?"
"judgement","n.","B1","判断","Good judgement develops through experience and reflection.","What judgement call have you questioned most?"
"junior","adj.","B1","初级的","Junior employees often bring fresh perspectives.","What advice would you give your junior self?"
"justice","n.","B1","正义","Social justice requires collective action and awareness.","What justice issue motivates your strongest emotions?"
"justify","v.","B1","证明...是正确的","Circumstances rarely justify dishonest behavior.","What actions can you never justify under any circumstances?"
"keyboard","n.","B1","键盘","Ergonomic keyboards prevent repetitive strain injuries.","What would you type first on a magical keyboard?"
"kick","v.","B1","踢","Professional soccer players kick balls with precision.","What habit would you kick if you could?"
"kind","adj.","B1","善良的","Kind gestures often cost nothing but mean everything.","What kind action has someone done for you recently?"
"kiss","v.","B1","吻","Parents kiss children goodnight as bedtime ritual.","What moment would deserve a celebration kiss?"
"label","v.","B1","标记","Society shouldn't label people based on appearances.","What labels have others wrongly attached to you?"
"labour","n.","B1","劳动","Physical labour builds character and strength.","What labour would you gladly do for free?"
"lack","v.","B1","缺乏","Many students lack confidence in public speaking.","What do you lack that would transform your life?"
"landscape","n.","B1","风景","Urban landscapes change rapidly with development.","What landscape represents home to you?"
"last","adj.","B1","最后的","Last impressions matter as much as first ones.","What was your last moment of pure happiness?"
"launch","v.","B1","启动","Companies launch products after extensive market research.","What project would you launch to help society?"
"lay","v.","B1","放置","Architects lay foundations for future constructions.","What foundation would you lay for future generations?"
"layer","n.","B1","层","Personality has many complex emotional layers.","What layer of yourself do few people see?"
"lead","v.","B1","领导","Effective managers lead teams toward shared objectives.","What cause would you lead if given the opportunity?"
"leadership","n.","B1","领导力","Crisis situations reveal true leadership qualities.","What leadership quality do you most want to develop?"
"leading","adj.","B1","主要的","Leading scientists collaborate on global challenges.","What leading role do you play in others' lives?"
"leaf","n.","B1","叶子","Autumn leaves create beautiful natural carpets.","What leaf represents your current life season?"
"league","n.","B1","联盟","Professional sports leagues generate massive revenue.","What league would you create for social good?"
"lean","v.","B1","倾斜","Successful organizations lean toward customer satisfaction.","What principles do you lean on during difficulties?"
"leather","n.","B1","皮革","Quality leather products age beautifully over time.","What leather item holds sentimental value for you?"
"legal","adj.","B1","法律的","Legal systems balance individual rights with collective needs.","What legal change would improve society most?"
"legislation","n.","B1","立法","Environmental legislation protects natural resources.","What legislation would you propose for digital privacy?"
"length","n.","B1","长度","Attention spans determine optimal presentation lengths.","What length of time do you need for important decisions?"
"licence","n.","B1","执照","Professional licenses ensure competency standards.","What licence would you need for your dream job?"
"license","v.","B1","许可","Governments license activities that affect public safety.","What behavior would you license only to qualified people?"
"lie","v.","B1","躺；说谎","Trust breaks when people lie about important matters.","What lie have you told that still bothers you?"
"like","v.","B1","喜欢","Children naturally like exploring new environments.","What do you like that surprises other people?"
"limit","v.","B1","限制","Parents limit screen time to encourage outdoor activities.","What do you limit that others might find extreme?"
"limited","adj.","B1","有限的","Limited resources require creative problem-solving approaches.","What limited thing in life do you treasure most?"
"literature","n.","B1","文学","Classic literature explores universal human experiences.","What literature has shaped your worldview most significantly?"
"live","adj.","B1","现场的","Live performances create unique energy and connection.","What live experience has moved you most deeply?"
"living","adj.","B1","活着的","Living languages evolve with cultural changes.","What living tradition would you want to preserve forever?"
"load","v.","B1","装载","Trucks load cargo at distribution centers.","What emotional load do you carry unnecessarily?"
"loan","n.","B1","贷款","Student loans help finance higher education.","What would you take a loan for besides education or housing?"
"locate","v.","B1","定位","GPS systems locate positions with remarkable accuracy.","What lost thing would you most like to locate?"
"location","n.","B1","位置","Restaurant success depends heavily on prime location.","What location holds your most precious memories?"
"logic","n.","B1","逻辑","Mathematical logic forms the basis of computer programming.","When does your heart override your logic?"
"logical","adj.","B1","逻辑的","Logical arguments convince people more than emotional appeals.","What logical conclusion have you resisted accepting?"
"long","adj.","B1","长的","Long relationships require patience and understanding.","What long journey has been worth every step?"
"loop","n.","B1","循环","Negative thinking creates destructive mental loops.","What positive loop would you create in your daily routine?"
"loose","adj.","B1","松的","Loose clothing allows freedom of movement.","What loose ends in your life need addressing?"
"loss","n.","B1","损失","Financial losses teach valuable money management lessons.","What loss has ultimately led to unexpected gain?"
"lower","adj.","B1","较低的","Lower expectations sometimes lead to pleasant surprises.","What standards would you never lower for anyone?"
"mad","adj.","B1","疯狂的","Revolutionary ideas often seem mad initially.","What mad dream do you secretly harbor?"
"magic","adj.","B1","神奇的","Childhood believes in magic possibilities.","What magic would you bring to everyday life?"
"mainly","adv.","B1","主要地","Success depends mainly on persistent effort.","What mainly motivates you during difficult times?"
"maintain","v.","B1","维持","Healthy relationships require effort to maintain.","What do you maintain despite others' lack of interest?"
"maintenance","n.","B1","维护","Regular maintenance prevents costly equipment failures.","What aspect of yourself needs better maintenance?"
"majority","n.","B1","大多数","Democratic decisions reflect majority opinions.","When have you disagreed with the majority position?"
"mall","n.","B1","购物中心","Shopping malls provide climate-controlled retail environments.","What mall memory from childhood stands out most?"
"management","n.","B1","管理","Effective management balances employee satisfaction with productivity.","What management style brings out your best performance?"
"manufacturer","n.","B1","制造商","Automotive manufacturers invest heavily in electric vehicle technology.","What would you want a manufacturer to prioritize over profit?"
"manufacturing","n.","B1","制造业","Manufacturing jobs provide economic stability for communities.","What manufacturing process fascinates you most?"
"marketing","n.","B1","营销","Digital marketing reaches targeted audiences more precisely.","What marketing message would you create for kindness?"
"marriage","n.","B1","婚姻","Successful marriage requires compromise and communication.","What makes marriage work in modern society?"
"mass","adj.","B1","大量的","Mass production reduces individual product costs significantly.","What mass movement would you like to see happen?"
"master","v.","B1","掌握","Students must master basic skills before advanced techniques.","What skill do you most want to master completely?"
"match","v.","B1","匹配","Job requirements should match candidate qualifications closely.","What aspect of yourself matches your ideal life vision?"
"maximum","adj.","B1","最大的","Athletes train at maximum intensity for competition preparation.","What maximum effort have you given to achieve something?"
"mayor","n.","B1","市长","Progressive mayors implement sustainable urban development policies.","What would you prioritize as mayor of your city?"
"meanwhile","adv.","B1","同时","Technology advances rapidly; meanwhile, education adapts slowly.","What are you improving meanwhile others focus elsewhere?"
"measure","v.","B1","测量","Scientists measure climate change through multiple data points.","How do you measure success in personal relationships?"
"measurement","n.","B1","测量","Accurate measurements ensure construction project success.","What measurement of happiness would you trust most?"
"medium","adj.","B1","中等的","Medium-sized companies often adapt faster than corporations.","What medium would you choose to express yourself?"
"membership","n.","B1","会员资格","Club membership provides social connections and shared activities.","What membership has given you the most value?"
"mental","adj.","B1","精神的","Mental health awareness reduces social stigma significantly.","What mental habit would you most like to develop?"
"mess","n.","B1","混乱","Creative processes often involve productive mess.","What mess in your life actually serves a purpose?"
"mild","adj.","B1","温和的","Mild criticism helps people improve without discouragement.","When do you prefer mild approaches over strong ones?"
"military","adj.","B1","军事的","Military discipline instills structure and teamwork values.","What military-style organization would benefit civilian life?"
"minimum","adj.","B1","最小的","Quality standards require minimum safety requirements.","What minimum standard would you never compromise?"
"minister","n.","B1","部长","Education ministers shape national learning policies.","What ministry would you want to lead for social change?"
"minor","adj.","B1","较小的","Minor adjustments often create major improvements.","What minor change has had major impact on you?"
"minority","n.","B1","少数","Minority opinions sometimes become majority perspectives eventually.","When have you been in a minority but felt right?"
"minute","adj.","B1","微小的","Minute details determine professional presentation quality.","What minute pleasure do you savor daily?"
"mission","n.","B1","任务","Space missions advance human understanding of universe.","What mission would you dedicate your life to?"
"mix","v.","B1","混合","Successful teams mix diverse skills and perspectives effectively.","What qualities do you mix to create your unique identity?"
"mixture","n.","B1","混合物","Cultural mixture enriches community diversity and understanding.","What mixture of traits makes you who you are?"
"mode","n.","B1","模式","Work mode affects productivity and job satisfaction levels.","What mode do you operate in when you're happiest?"
"modify","v.","B1","修改","Software updates modify programs for improved functionality.","What would you modify about modern education systems?"
"monitor","v.","B1","监控","Parents monitor children's online activities for safety.","What do you monitor to maintain personal well-being?"
"mood","n.","B1","情绪","Weather changes affect many people's daily moods.","What instantly improves your mood when feeling down?"
"moral","adj.","B1","道德的","Moral principles guide ethical decision-making processes.","What moral principle would you never abandon?"
"motor","adj.","B1","汽车的","Electric motor technology reduces environmental pollution significantly.","What motor skill are you most proud of?"
"multiple","adj.","B1","多个的","Multiple perspectives enhance problem-solving effectiveness.","What multiple roles do you play in others' lives?"
"murder","v.","B1","谋杀","Detective novels explore murder mysteries through logical deduction.","What would you murder metaphorically (bad habits, fears, etc.)?"
"muscle","n.","B1","肌肉","Regular exercise builds both physical and mental muscle.","What muscle do you need to strengthen beyond the physical?"
"nation","n.","B1","国家","Democratic nations depend on informed citizen participation.","What nation's approach to education impresses you most?"
"native","adj.","B1","本地的","Native plants require less water and maintenance.","What native quality of yours do others find most appealing?"
"naturally","adv.","B1","自然地","Children naturally learn languages through immersion.","What comes naturally to you that others find difficult?"
"nearby","adj.","B1","附近的","Nearby amenities increase residential property values.","What nearby place brings you the most peace?"
"neat","adj.","B1","整洁的","Neat workspaces improve focus and professional impression.","What neat solution have you found to a messy problem?"
"necessarily","adv.","B1","必然地","Higher prices don't necessarily indicate better quality.","What don't you necessarily need but really enjoy having?"
"needle","n.","B1","针","Acupuncture needles provide alternative pain management therapy.","What needle-in-haystack solution have you discovered?"
"neighbourhood","n.","B1","社区","Diverse neighbourhoods create richer cultural experiences.","What neighbourhood quality matters most to you?"
"nerve","n.","B1","神经","Public speaking requires nerve and practice.","What situation tests your nerve the most?"
"net","adj.","B1","净的","Net income reflects earnings after all deductions.","What net positive effect do you have on others?"
"nod","v.","B1","点头","Polite listeners nod to show understanding and agreement.","What makes you nod in approval during conversations?"
"nor","conj.","B1","也不","She likes neither coffee nor tea preferences.","What activities do you neither enjoy nor avoid?"
"northern","adj.","B1","北方的","Northern climates require different agricultural approaches.","What northern tradition appeals to you most?"
"nuclear","adj.","B1","核的","Nuclear energy provides carbon-free electricity generation.","What nuclear issue concerns you most globally?"
"objective","n.","B1","目标","Educational objectives guide curriculum development decisions.","What objective drives your personal growth efforts?"
"observation","n.","B1","观察","Scientific observation reveals patterns in natural phenomena.","What observation about people surprises you consistently?"
"observe","v.","B1","观察","Anthropologists observe cultural behaviors without judgment.","What do you observe that others typically miss?"
"obtain","v.","B1","获得","Students obtain degrees through sustained academic effort.","What did you obtain that exceeded your expectations?"
"obvious","adj.","B1","明显的","Obvious solutions sometimes hide underlying complex problems.","What obvious truth do people often ignore?"
"obviously","adv.","B1","显然","Environmental protection obviously requires international cooperation.","What obviously needs changing in modern education?"
"occasion","n.","B1","场合","Special occasions create lasting family memory traditions.","What occasion brings out your best social self?"
"occasionally","adv.","B1","偶尔","Even disciplined people occasionally indulge in luxuries.","What do you occasionally do that surprises friends?"
"occur","v.","B1","发生","Breakthrough insights occur during relaxed mental states.","What pattern occurs repeatedly in your relationships?"
"odd","adj.","B1","奇怪的","Odd coincidences sometimes reveal meaningful life connections.","What odd habit do you have that actually helps?"
"offence","n.","B1","冒犯","Social media creates opportunities for unintended offence.","What offence have you accidentally caused and regretted?"
"offend","v.","B1","冒犯","Honest feedback might offend but ultimately helps growth.","When is it worth risking offending someone?"
"official","adj.","B1","官方的","Official statistics don't always reflect personal experiences.","What official rule would you change immediately?"
"ongoing","adj.","B1","持续的","Climate change remains an ongoing global challenge.","What ongoing project gives your life meaning?"
"opening","n.","B1","开口；机会","Career openings appear when preparation meets opportunity.","What opening in life are you waiting for?"
"operate","v.","B1","操作","Surgeons operate under intense pressure and scrutiny.","How do you operate when under extreme pressure?"
"operation","n.","B1","操作；手术","Successful operations require precise planning and execution.","What operation would you perform on society?"
"operator","n.","B1","操作员","Phone operators once connected calls manually.","What operator role would you excel at?"
"oppose","v.","B1","反对","Activists oppose policies that harm environmental protection.","What do you oppose that others readily accept?"
"opposition","n.","B1","反对","Political opposition ensures democratic debate and accountability.","What opposition have you faced while pursuing goals?"
"oral","adj.","B1","口头的","Oral traditions preserve cultural wisdom across generations.","What oral story from your family do you treasure?"
"organ","n.","B1","器官","Organ donation saves lives and gives hope to families.","What organ of democracy needs the most strengthening?"
"orientation","n.","B1","方向","Career orientation helps students choose suitable paths.","What orientation session would you design for life?"
"origin","n.","B1","起源","Understanding origin stories helps explain cultural values.","What origin story shapes your family identity?"
"originally","adv.","B1","最初","Ideas originally considered impossible eventually become reality.","What did you originally want to become?"
"otherwise","adv.","B1","否则","Practice regularly; otherwise, skills deteriorate over time.","What would you be otherwise if not yourself?"
"ought","v.","B1","应该","People ought to treat others with basic respect.","What ought society prioritize above economic growth?"
"outcome","n.","B1","结果","Positive outcomes result from consistent effort over time.","What outcome would justify any sacrifice you make?"
"outdoor","adj.","B1","户外的","Outdoor activities improve both physical and mental health.","What outdoor experience has shaped your character most?"
"outfit","n.","B1","服装","Professional outfits create positive first impressions consistently.","What outfit makes you feel most confident?"
"outline","v.","B1","概述","Teachers outline lesson objectives before class instruction.","What would you outline as keys to happiness?"
"output","n.","B1","产出","Creative output increases when artists feel genuine inspiration.","What output are you most proud of creating?"
"outstanding","adj.","B1","杰出的","Outstanding achievements require dedication and sacrifice.","What outstanding quality do you admire in others?"
"overall","adj.","B1","总体的","Overall health depends on balanced lifestyle choices.","What's your overall philosophy for living well?"
"overcome","v.","B1","克服","Resilient people overcome obstacles through persistent effort.","What fear have you overcome that once seemed impossible?"
"ownership","n.","B1","所有权","Home ownership provides financial security and stability.","What ownership brings you the most satisfaction?"
"pace","n.","B1","步伐","Modern life's fast pace affects mental health significantly.","What pace of change feels most comfortable for you?"
"package","n.","B1","包裹","Delivery packages bring excitement and anticipation.","What package would contain your ideal life?"
"painful","adj.","B1","痛苦的","Painful experiences often lead to personal growth.","What painful lesson has made you stronger?"
"panel","n.","B1","小组","Expert panels provide diverse perspectives on complex issues.","What panel would you want to serve on?"
"parliament","n.","B1","议会","Democratic parliaments represent citizens' diverse interests.","What parliament decision would you most want to influence?"
"participate","v.","B1","参与","Citizens should participate actively in community decisions.","What activities do you participate in that challenge you?"
"participation","n.","B1","参与","Classroom participation enhances learning for everyone.","What participation has brought you unexpected benefits?"
"particularly","adv.","B1","特别地","Artists are particularly sensitive to environmental changes.","What particularly inspires you about human creativity?"
"partly","adv.","B1","部分地","Success depends partly on luck and mostly on effort.","What is partly your fault but worth the consequence?"
"partnership","n.","B1","合作关系","Business partnerships combine complementary skills effectively.","What partnership has taught you the most about yourself?"
"passage","n.","B1","通道；段落","Literature passages reveal authors' deepest philosophical thoughts.","What passage from a book has stayed with you?"
"passion","n.","B1","激情","Pursuing passion often leads to unexpected career opportunities.","What passion would you pursue regardless of money?"
"patch","n.","B1","补丁","Software patches fix security vulnerabilities quickly.","What patch would you apply to modern society?"
"path","n.","B1","路径","Career paths rarely follow straight lines anymore.","What path has led you somewhere completely unexpected?"
"pause","v.","B1","暂停","Meditation teaches people to pause before reacting emotionally.","When do you pause to appreciate life's beauty?"
"payment","n.","B1","付款","Digital payment systems increase transaction convenience significantly.","What payment have you made that changed everything?"
"peaceful","adj.","B1","和平的","Peaceful environments enhance creativity and mental clarity.","What peaceful place restores your energy completely?"
"peak","n.","B1","顶峰","Mountain peaks challenge climbers' physical and mental limits.","What peak experience has defined your character?"
"percent","n.","B1","百分比","Statistics show ninety percent of success involves persistence.","What percent of your potential are you using?"
"percentage","n.","B1","百分比","A high percentage of innovation comes from collaboration.","What percentage of happiness comes from external circumstances?"
"perfectly","adv.","B1","完美地","Nobody performs perfectly under pressure consistently.","What do you do perfectly that others struggle with?"
"performance","n.","B1","表演；表现","Academic performance reflects effort more than natural ability.","What performance of yours exceeded everyone's expectations?"
"performer","n.","B1","表演者","Great performers connect emotionally with their audiences.","What type of performer would you be in another life?"
"permanent","adj.","B1","永久的","Few things in life remain truly permanent.","What permanent change would you make to yourself?"
"permit","v.","B1","允许","Society permits diverse lifestyles and personal choices.","What would you never permit in your household?"
"personally","adv.","B1","就个人而言","Personally, I believe education transforms societies.","What personally motivates you to keep improving?"
"personnel","n.","B1","人员","Hospital personnel work tirelessly during health crises.","What personnel appreciation do you want to express?"
"perspective","n.","B1","观点","Travel broadens perspective on cultural differences.","What perspective have you completely changed about recently?"
"phase","n.","B1","阶段","Adolescence represents a crucial developmental phase.","What phase of your life taught you most about resilience?"
"photographer","n.","B1","摄影师","Professional photographers capture fleeting moments beautifully.","What photographer's work moves you most emotionally?"
"photography","n.","B1","摄影","Digital photography democratizes artistic expression globally.","What photography subject would you specialize in?"
"physically","adv.","B1","身体上","Exercise keeps people physically and mentally healthy.","What physically challenges you but mentally satisfies you?"
"pile","n.","B1","堆","Document piles accumulate without proper organization systems.","What pile in your life needs immediate attention?"
"pin","v.","B1","钉住","Students pin important reminders to bulletin boards.","What memory would you pin to remember forever?"
"pipe","n.","B1","管道","Water pipes require regular maintenance for proper function.","What pipe dream of yours might actually be achievable?"
"pitch","n.","B1","音调；推销","Elevator pitches summarize business ideas concisely.","What pitch would you make for your life philosophy?"
"plain","adj.","B1","简单的","Plain language makes complex ideas more accessible.","What plain truth do people often overcomplicate?"
"planning","n.","B1","规划","Urban planning affects community quality of life.","What planning do you do that others consider excessive?"
"pleasure","n.","B1","快乐","Simple pleasures often provide the deepest satisfaction.","What pleasure do you feel guilty about enjoying?"
"plenty","pron.","B1","大量","There's plenty of room for improvement in everyone.","What do you have plenty of that you could share?"
"plot","n.","B1","情节","Movie plots often reflect universal human experiences.","What plot twist would you add to your life story?"
"plus","prep.","B1","加上","Hard work plus talent creates exceptional results.","What plus one change would transform your daily routine?"
"poem","n.","B1","诗","Poetry expresses emotions that prose cannot capture.","What poem or lyrics perfectly describe your current feelings?"
"poet","n.","B1","诗人","Poets distill human experience into powerful language.","What poet's sensitivity to life do you admire?"
"poetry","n.","B1","诗歌","Poetry connects people across cultural and temporal boundaries.","What poetry speaks to your soul most deeply?"
"policy","n.","B1","政策","Environmental policies balance economic and ecological concerns.","What policy would you implement to improve daily life?"
"politics","n.","B1","政治","Local politics affects citizens' daily lives directly.","What politics discussion do you find most engaging?"
"poll","n.","B1","民意调查","Opinion polls influence but shouldn't determine decisions.","What poll result would surprise you most?"
"popularity","n.","B1","受欢迎程度","Social media popularity doesn't guarantee genuine influence.","What popularity have you gained that you didn't expect?"
"port","n.","B1","港口","Busy ports facilitate international trade and commerce.","What port would you choose as your life's departure point?"
"portion","n.","B1","部分","Healthy meals include balanced portions of different nutrients.","What portion of your day brings you the most energy?"
"possess","v.","B1","拥有","Wise people possess knowledge but remain humble.","What do you possess that money cannot buy?"
"possibly","adv.","B1","可能地","Technology could possibly solve many environmental problems.","What could you possibly achieve with unlimited resources?"
"potential","adj.","B1","潜在的","Every child has potential for remarkable achievements.","What potential in yourself remains largely untapped?"
"pour","v.","B1","倾倒","Enthusiastic teachers pour energy into student success.","What would you pour your heart into completely?"
"poverty","n.","B1","贫困","Education helps break cycles of generational poverty.","What poverty exists beyond lack of money?"
"powerful","adj.","B1","强大的","Simple acts of kindness create powerful ripple effects.","What powerful force drives your daily decisions?"
